ou,value,dx_name,pe_name,ou_name
HqwDi1gXzB7,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Awba Offemmili Primary Health Centre
JNAiwnKB4ks,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Mgbakwu Health Post
MUq9oPoC0hr,18,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Ukpo Comprehensive Health Centre
p7CKerD8kRp,20,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Oba Comprehensive Health Centre (Trauma Centre)
d6ugp5puEZ2,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Nteje Primary Health Centre
we90AXVrhUv,60,GF_Number of AGYW counseled tested and received result- Community,2025-10-09,an Umueri General Hospital
q9iZUe3cVCu,25,GF_Number of AGYW counseled tested and received result- Community,2025-10-10,an Orafite General Hospital
IX2qlVptNql,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Onitsha Pieta Hospital
Q1KhLwiGA2M,1,GF_Number of People Tested HIV Positive & Received Results - ANC,2025-10-10,an Ezinifite Primary Health Centre
mKYIhwM6HUb,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Ichida II Primary Health Centre
P9qUQA6KmAs,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-09,an Holy Rosary Hospital
OKPZ7SmaYwP,1,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-09,an Immaculate Heart Hospital (Nkpor)
Cj3rwgMDm7q,50,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-07,an Umuawah Health Post
Cj3rwgMDm7q,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Umuawah Health Post
x8kegIarjSt,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Amansea Health Post
OoBxXYn1eoy,1,GF_Number of Clients tested HIV Positive (From Rat) - OPD,2025-10-09,an Nnamdi Azikiwe University Teaching Hospital
HgxxN5GZv8Y,1,GF_Number of People Tested HIV Positive & Received Results - Blood Bank,2025-10-08,"an Rex Inversorium Hospital, Mmiata (Referral Health center Oroma-Etiti)"
EoeDzJ1FUKN,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Obodootu Primary Health Centre
P9qUQA6KmAs,4,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Holy Rosary Hospital
OKPZ7SmaYwP,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,an Immaculate Heart Hospital (Nkpor)
d6ugp5puEZ2,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Nteje Primary Health Centre
Cj3rwgMDm7q,10,GF_Number of AGYW counseled tested and received result- Community,2025-10-01,an Umuawah Health Post
Cj3rwgMDm7q,1,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-08,an Umuawah Health Post
V3MCCguBan8,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Ezira Primary Health Centre
glt0a9JC4VC,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an Achalla Maternal and Child Health Care Centre
Z58LnooMrl1,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Nnobi General Hospital
A1hzBiUAojv,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Omasiagu Primary Health Centre
JNAiwnKB4ks,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Mgbakwu Health Post
glt0a9JC4VC,5,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-03,an Achalla Maternal and Child Health Care Centre
OKPZ7SmaYwP,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Immaculate Heart Hospital (Nkpor)
fiItxaKbEDp,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Umunankwo Primary Health Centre Ogbaru
miQ5RVnWC0K,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an Eziowelle Primary Health Centre
ElMyEZ6ECq9,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Madonna Hospital Awka
yox6XBHvvUs,11,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Kanayo Specialist Hospital and Maternity
wM3b4l8Oesq,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-10,an Onitsha General Hospital
NM4YEYMHEqN,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an His Glory Maternity Umunze
p7CKerD8kRp,50,GF_Number of AGYW counseled tested and received result- Community,2025-10-10,an Oba Comprehensive Health Centre (Trauma Centre)
pxYOOPUXmtt,7,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an Obosi St Martin's Hospital
OxGTCa7PYrK,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Ekwulobia General Hospital
JnK78IWxALr,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
yQcJZbzP2xr,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Umudioka Primary Health Centre
IX2qlVptNql,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Onitsha Pieta Hospital
OKPZ7SmaYwP,4,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-02,an Immaculate Heart Hospital (Nkpor)
QqXS3kwHLkP,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Ifite Awkuzu Primary Health Centre
HZV6vjUIOuO,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Ihembosi Referral Health Centre
msr1TOXqZKf,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an St Charles Borromeo Hospital
OKPZ7SmaYwP,9,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an Immaculate Heart Hospital (Nkpor)
msr1TOXqZKf,6,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Accident And Emergency,2025-10-10,an St Charles Borromeo Hospital
YzuXkd7MRFN,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Obuno Ebenebe Health Post
PeMBbhCoe0d,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Umunze General Hospital
rXXrT05BUkb,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Igbuala H/Post Ifitedunu 2
IEKVnEePZLN,2,GF_Number of People Tested HIV Positive & Received Results - Blood Bank,2025-10-07,an Iyi-Enu Hospital
yox6XBHvvUs,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an Kanayo Specialist Hospital and Maternity
k4Nw4uCT97V,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Umunya Comprehensive Health Centre
cCOaMR3DYko,2,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-01,an Osumenyi Visitation Hospital
uYnfVI0bkyf,8,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-10,an Nkpor Crown Hospital and Maternity
VW6oZN1jKMg,47,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,an Lancet Hospital LTD
XsnL6NMMrlI,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Ideani Primary Health Center
MsWUEiTxyht,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Ogbunike Primary Health Centre
xallQX8HUeS,1,GF_Number of People Tested HIV Positive & Received Results - Blood Bank,2025-10-03,an Maranatha Caring Mission Hospital
q9iZUe3cVCu,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Orafite General Hospital
JRKjN1krw1v,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Okpoko Primary Health Centre iii
Cj3rwgMDm7q,50,GF_Number of AGYW counseled tested and received result- Community,2025-10-09,an Umuawah Health Post
dIgVADaXOoP,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Nnewi Diocesan Hospital
PzbKulSKORy,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Umuoba-Anam Primary Health Center
OMnxQFcPQue,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Urum Primary Health Centre
msr1TOXqZKf,5,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-03,an St Charles Borromeo Hospital
lOzN4yw4pSh,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Madueke Memorial Hospital and Maternity
MUq9oPoC0hr,5,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-09,an Ukpo Comprehensive Health Centre
XVGyolmAns4,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Azigbo Primary Health Centre
IA64rosyhK1,16,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Enugu Ukwu General Hospital
tj7gQs8DwoM,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Ihite Primary Health Center
gPw7wgxVzba,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an St Felix Hospital and Maternity
jEvQxNUAX4X,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-09,"an Rise Clinic, Adazi Ani"
Jzpyxz1Cydy,5,GF_Number of People Tested HIV Positive & Received Results - ANC,2025-10-03,an Obinwane Hospital and Maternity
Z58LnooMrl1,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Nnobi General Hospital
MsWUEiTxyht,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Ogbunike Primary Health Centre
dIgVADaXOoP,120,GF_Number of AGYW counseled tested and received result- Community,2025-10-10,an Nnewi Diocesan Hospital
fWFqufPpvlx,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Abubo Primary Health Centre
YDYCfFc8ndK,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Pater Noster Hospital Awka
ZSSbDRTZ6CX,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an St. Patricks Hospital and Maternity
OxGTCa7PYrK,7,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-09,an Ekwulobia General Hospital
wftHmLIxJmY,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-07,an Amichi Diocesan Hospital
FfgZ5ufqf7n,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Ebenesi Nnobi Primary Health Centre
BkHB5iIj0jE,70,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Eziaguluotu Primary Health Centre
wM3b4l8Oesq,4,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-07,an Onitsha General Hospital
B5PbcJXLP9z,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Lilu Primary Health Centre
C6f0etXoDZ2,8,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Owerre Ezukala I Primary Health Centre
OoBxXYn1eoy,16,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-02,an Nnamdi Azikiwe University Teaching Hospital
MUq9oPoC0hr,4,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-01,an Ukpo Comprehensive Health Centre
wM3b4l8Oesq,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Onitsha General Hospital
IX2qlVptNql,11,GF_Number of AGYW counseled tested and received result- Community,2025-10-01,an Onitsha Pieta Hospital
IA64rosyhK1,2,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-03,an Enugu Ukwu General Hospital
msr1TOXqZKf,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an St Charles Borromeo Hospital
P9qUQA6KmAs,11,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - In-Patient,2025-10-09,an Holy Rosary Hospital
A6L3DXI7vu8,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Umuikwu Primary Health Centre
RkE3gsnXYGa,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Umunlebo Health Post
msr1TOXqZKf,27,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Accident And Emergency,2025-10-07,an St Charles Borromeo Hospital
FfgZ5ufqf7n,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Ebenesi Nnobi Primary Health Centre
P9qUQA6KmAs,13,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Holy Rosary Hospital
miQ5RVnWC0K,4,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-03,an Eziowelle Primary Health Centre
OoBxXYn1eoy,5,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Peadiatrics Clinic,2025-10-02,an Nnamdi Azikiwe University Teaching Hospital
tkCscwbaxNn,10,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an St Mary's Hospital
OKPZ7SmaYwP,21,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,an Immaculate Heart Hospital (Nkpor)
p7CKerD8kRp,1,GF_Number of People Tested HIV Positive & Received Results - ANC,2025-10-02,an Oba Comprehensive Health Centre (Trauma Centre)
OKPZ7SmaYwP,34,GF_Number of AGYW counseled tested and received result- Community,2025-10-09,an Immaculate Heart Hospital (Nkpor)
lJi4pRQnIsT,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an St Anthony Maternity Hospital
fWFqufPpvlx,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Abubo Primary Health Centre
dIgVADaXOoP,1,GF_Number of AGYW tested HIV positive and received result- Community,2025-10-09,an Nnewi Diocesan Hospital
OoBxXYn1eoy,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Nnamdi Azikiwe University Teaching Hospital
QppIbUI9E92,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Ozala Isuofia Primary Health Centre
OoBxXYn1eoy,14,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Nnamdi Azikiwe University Teaching Hospital
QppIbUI9E92,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Ozala Isuofia Primary Health Centre
VbYKP326qwm,1,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,"an Umubani, Neni Primary Health Center"
MUumX5cjk9g,4,GF_Number of AGYW counseled tested and received result- Walk-In,2025-10-09,an Umunze Immaculate Heart Hospital
VbYKP326qwm,1,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,"an Umubani, Neni Primary Health Center"
PeMBbhCoe0d,25,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-10,an Umunze General Hospital
VbYKP326qwm,1,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,"an Umubani, Neni Primary Health Center"
fWFqufPpvlx,7,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Abubo Primary Health Centre
HgxxN5GZv8Y,48,GF_Number of AGYW counseled tested and received result- Community,2025-10-01,"an Rex Inversorium Hospital, Mmiata (Referral Health center Oroma-Etiti)"
J1dgQz1R68m,13,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Edoji Primary Health Centre
VW6oZN1jKMg,1,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-10,an Lancet Hospital LTD
RkE3gsnXYGa,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Umunlebo Health Post
lJi4pRQnIsT,11,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an St Anthony Maternity Hospital
Ha1Uxfwnmwq,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an Rock Foundation Hospital
OoBxXYn1eoy,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Nnamdi Azikiwe University Teaching Hospital
OxGTCa7PYrK,17,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,an Ekwulobia General Hospital
Ha1Uxfwnmwq,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Rock Foundation Hospital
VW6oZN1jKMg,2,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-01,an Lancet Hospital LTD
x6pnr8aUczc,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Akpo Primary Health Centre
Ha1Uxfwnmwq,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Rock Foundation Hospital
VW6oZN1jKMg,29,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-02,an Lancet Hospital LTD
VW6oZN1jKMg,5,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-03,an Lancet Hospital LTD
VW6oZN1jKMg,26,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-07,an Lancet Hospital LTD
VW6oZN1jKMg,10,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-09,an Lancet Hospital LTD
we90AXVrhUv,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Umueri General Hospital
VW6oZN1jKMg,2,GF_Number of People Tested HIV Positive & Received Results - Other PITC,2025-10-07,an Lancet Hospital LTD
MUumX5cjk9g,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Umunze Immaculate Heart Hospital
VW6oZN1jKMg,9,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-06,an Lancet Hospital LTD
P9qUQA6KmAs,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-10,an Holy Rosary Hospital
MUumX5cjk9g,55,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Umunze Immaculate Heart Hospital
VW6oZN1jKMg,27,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-08,an Lancet Hospital LTD
zkRGuZW2iEs,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Holy Family Hospital/Maternity
JnbNLi29aZL,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Umudora Primary Health Centre
LJvUBIpAfxA,13,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an GRA PHC
zGZjhpdrOde,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Emmanuel Church Primary Health Centre
OoBxXYn1eoy,4,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Peadiatrics Clinic,2025-10-10,an Nnamdi Azikiwe University Teaching Hospital
GupwPZYcMw1,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an AKABOEZEM PHC
dkIkLMCU3KL,9,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Gozie Specialist Hospital
dkIkLMCU3KL,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Gozie Specialist Hospital
WZxMrmrEQ8w,10,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Ichi Primary Health Centre
JnK78IWxALr,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
JnK78IWxALr,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
loRPUW3Lkbh,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Comprehensive Health Centre Lomu
JnK78IWxALr,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
JnK78IWxALr,6,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
k4Nw4uCT97V,1,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-02,an Umunya Comprehensive Health Centre
P9qUQA6KmAs,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Holy Rosary Hospital
msr1TOXqZKf,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-10,an St Charles Borromeo Hospital
p7CKerD8kRp,52,GF_Number of AGYW counseled tested and received result- Community,2025-10-09,an Oba Comprehensive Health Centre (Trauma Centre)
dBES5aQviuh,80,GF_Number of KPs counseled tested and received result,2025-10-02,"an Anambra State One Stop Shop (OSS) Site, Awka"
MUumX5cjk9g,1,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-02,an Umunze Immaculate Heart Hospital
gjvb2mcuOZZ,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Umueze-Anam Health Centre1
yox6XBHvvUs,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Kanayo Specialist Hospital and Maternity
P9qUQA6KmAs,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,an Holy Rosary Hospital
gPw7wgxVzba,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an St Felix Hospital and Maternity
msr1TOXqZKf,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an St Charles Borromeo Hospital
dIgVADaXOoP,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Nnewi Diocesan Hospital
xknfQ0UuSCR,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Umuchu Visitation Hospital
VW6oZN1jKMg,69,GF_Number of AGYW counseled tested and received result- Community,2025-10-09,an Lancet Hospital LTD
kDbYzGivY5E,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an St Barnabas Health Post
NzwdCUPjLKM,21,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Trinitas International Hospital Umuchukwu
PeMBbhCoe0d,1,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-10,an Umunze General Hospital
loRPUW3Lkbh,7,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Comprehensive Health Centre Lomu
k4Nw4uCT97V,15,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-08,an Umunya Comprehensive Health Centre
msvy1BMNG4T,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Ula Ekwulobia Primary Health Centre
yox6XBHvvUs,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Kanayo Specialist Hospital and Maternity
io7CR9fOiUu,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Akili Ogidi Primary Health Centre
yox6XBHvvUs,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Kanayo Specialist Hospital and Maternity
zzy6njfXNHS,1,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,"an Nationale Hospital & Maternity, Awada Obosi"
uk9tTbaNcYv,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Abagana Health Centre
WZxMrmrEQ8w,7,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Ichi Primary Health Centre
JOocbzN2dq7,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,an Umuokpu Primary Health Centre
Ha1Uxfwnmwq,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Rock Foundation Hospital
NyZ328hbUiP,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Beke Memorial Hospital Nimo
iRAmuxfCqmA,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Alor Primary Health Centre
